IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_002967	
IDS_PROPITEM_TXT_002968	桍墨手套
IDS_PROPITEM_TXT_002969	
IDS_PROPITEM_TXT_002970	内克欧普手套
IDS_PROPITEM_TXT_002971	
IDS_PROPITEM_TXT_002972	斯雷哈斯手套
IDS_PROPITEM_TXT_002973	
IDS_PROPITEM_TXT_002974	卡比昂手套
IDS_PROPITEM_TXT_002975	
IDS_PROPITEM_TXT_002976	哈尼斯波手套
IDS_PROPITEM_TXT_002977	
IDS_PROPITEM_TXT_002978	艾司隆手套
IDS_PROPITEM_TXT_002979	
IDS_PROPITEM_TXT_002980	达斯手套
IDS_PROPITEM_TXT_002981	
IDS_PROPITEM_TXT_002982	罗德尼手套
IDS_PROPITEM_TXT_002983	
IDS_PROPITEM_TXT_002984	夏普手套
IDS_PROPITEM_TXT_002985	
IDS_PROPITEM_TXT_002986	吉姆手套
IDS_PROPITEM_TXT_002987	
IDS_PROPITEM_TXT_002988	尼尔手套
IDS_PROPITEM_TXT_002989	
IDS_PROPITEM_TXT_002990	德拉姆手套
IDS_PROPITEM_TXT_002991	
IDS_PROPITEM_TXT_002992	迪奇手套
IDS_PROPITEM_TXT_002993	
IDS_PROPITEM_TXT_002994	亚特米斯手套
IDS_PROPITEM_TXT_002995	
IDS_PROPITEM_TXT_002996	布鲁斯手套
IDS_PROPITEM_TXT_002997	
IDS_PROPITEM_TXT_002998	佩奥手套
IDS_PROPITEM_TXT_002999	
IDS_PROPITEM_TXT_003000	哈凯手套
IDS_PROPITEM_TXT_003001	
IDS_PROPITEM_TXT_003002	艾斯达手套
IDS_PROPITEM_TXT_003003	
IDS_PROPITEM_TXT_003004	麦里德手套
IDS_PROPITEM_TXT_003005	
IDS_PROPITEM_TXT_003006	鲁斐手套
IDS_PROPITEM_TXT_003007	
IDS_PROPITEM_TXT_003008	雷戴可手套
IDS_PROPITEM_TXT_003009	
IDS_PROPITEM_TXT_003010	希可尔手套
IDS_PROPITEM_TXT_003011	
IDS_PROPITEM_TXT_003012	金恩手套
IDS_PROPITEM_TXT_003013	
IDS_PROPITEM_TXT_003014	赛克斯手套
IDS_PROPITEM_TXT_003015	
IDS_PROPITEM_TXT_003016	苍天手套
IDS_PROPITEM_TXT_003017	
IDS_PROPITEM_TXT_003018	克普隆手套
IDS_PROPITEM_TXT_003019	
IDS_PROPITEM_TXT_003020	卡赫林手套
IDS_PROPITEM_TXT_003021	
IDS_PROPITEM_TXT_003022	达芬卡其手套
IDS_PROPITEM_TXT_003023	
IDS_PROPITEM_TXT_003024	幻立昂手套
IDS_PROPITEM_TXT_003025	
IDS_PROPITEM_TXT_003026	里佛手套
IDS_PROPITEM_TXT_003027	
IDS_PROPITEM_TXT_003028	幽恩手套
IDS_PROPITEM_TXT_003029	
IDS_PROPITEM_TXT_003030	艾琳特手套
IDS_PROPITEM_TXT_003031	
IDS_PROPITEM_TXT_003032	休里布手套
IDS_PROPITEM_TXT_003033	
IDS_PROPITEM_TXT_003034	安格克手套
IDS_PROPITEM_TXT_003035	
IDS_PROPITEM_TXT_003036	瑞恩手套
IDS_PROPITEM_TXT_003037	
IDS_PROPITEM_TXT_003038	瑟奴诺手套
IDS_PROPITEM_TXT_003039	
IDS_PROPITEM_TXT_003040	修赛因手套
IDS_PROPITEM_TXT_003041	
IDS_PROPITEM_TXT_003042	安杰鲁手套
IDS_PROPITEM_TXT_003043	
IDS_PROPITEM_TXT_003044	青蓝手套
IDS_PROPITEM_TXT_003045	
IDS_PROPITEM_TXT_003046	西西亚手套
IDS_PROPITEM_TXT_003047	
IDS_PROPITEM_TXT_003048	路丝手套
IDS_PROPITEM_TXT_003049	
IDS_PROPITEM_TXT_003050	伊萝手套
IDS_PROPITEM_TXT_003051	
IDS_PROPITEM_TXT_003052	利迪亚手套
IDS_PROPITEM_TXT_003053	
IDS_PROPITEM_TXT_003054	蕾那手套
IDS_PROPITEM_TXT_003055	
IDS_PROPITEM_TXT_003056	玛伊手套
IDS_PROPITEM_TXT_003057	
IDS_PROPITEM_TXT_003058	卡蒂亚手套
IDS_PROPITEM_TXT_003059	
IDS_PROPITEM_TXT_003060	米丝蒂手套
IDS_PROPITEM_TXT_003061	
IDS_PROPITEM_TXT_003062	黛安娜手套
IDS_PROPITEM_TXT_003063	
IDS_PROPITEM_TXT_003064	月光手套
IDS_PROPITEM_TXT_003065	
IDS_PROPITEM_TXT_003066	比鲁高手套
IDS_PROPITEM_TXT_003067	
IDS_PROPITEM_TXT_003068	蓝月手套
IDS_PROPITEM_TXT_003069	
IDS_PROPITEM_TXT_003070	妲奴手套
IDS_PROPITEM_TXT_003071	
IDS_PROPITEM_TXT_003072	伊鲁手套
IDS_PROPITEM_TXT_003073	
IDS_PROPITEM_TXT_003074	露汀手套
IDS_PROPITEM_TXT_003075	
IDS_PROPITEM_TXT_003076	兰席莲手套
IDS_PROPITEM_TXT_003077	
IDS_PROPITEM_TXT_003078	席蕾儿手套
IDS_PROPITEM_TXT_003079	
IDS_PROPITEM_TXT_003080	金可手套
IDS_PROPITEM_TXT_003081	
IDS_PROPITEM_TXT_003082	赛莲手套
IDS_PROPITEM_TXT_003083	
IDS_PROPITEM_TXT_003084	普斯斐手套
IDS_PROPITEM_TXT_003085	
IDS_PROPITEM_TXT_003086	克比奇丝手套
IDS_PROPITEM_TXT_003087	
IDS_PROPITEM_TXT_003088	卡波纳卡手套
IDS_PROPITEM_TXT_003089	
IDS_PROPITEM_TXT_003090	得克鲁手套
IDS_PROPITEM_TXT_003091	
IDS_PROPITEM_TXT_003092	幻斯奴佩手套
IDS_PROPITEM_TXT_003093	
IDS_PROPITEM_TXT_003094	里摩蔻手套
IDS_PROPITEM_TXT_003095	
IDS_PROPITEM_TXT_003096	优蓝手套
IDS_PROPITEM_TXT_003097	
IDS_PROPITEM_TXT_003098	艾尔缇手套
IDS_PROPITEM_TXT_003099	
IDS_PROPITEM_TXT_003100	斯米佛手套
IDS_PROPITEM_TXT_003101	
IDS_PROPITEM_TXT_003102	爱布手套
IDS_PROPITEM_TXT_003103	
IDS_PROPITEM_TXT_003104	兰依特手套
IDS_PROPITEM_TXT_003105	
IDS_PROPITEM_TXT_003106	席亚纳斯手套
IDS_PROPITEM_TXT_003107	
IDS_PROPITEM_TXT_003108	休比乐因手套
IDS_PROPITEM_TXT_003109	
IDS_PROPITEM_TXT_003110	安杰内尔手套
IDS_PROPITEM_TXT_003111	
IDS_PROPITEM_TXT_003112	帕贺蓝手套
IDS_PROPITEM_TXT_003113	
IDS_PROPITEM_TXT_003114	克隆靴
IDS_PROPITEM_TXT_003115	
IDS_PROPITEM_TXT_003116	米提靴
IDS_PROPITEM_TXT_003117	
IDS_PROPITEM_TXT_003118	拉尔靴
IDS_PROPITEM_TXT_003119	
IDS_PROPITEM_TXT_003120	格伦靴
IDS_PROPITEM_TXT_003121	
IDS_PROPITEM_TXT_003122	马勒斯靴
IDS_PROPITEM_TXT_003123	
IDS_PROPITEM_TXT_003124	巴尔帝靴
IDS_PROPITEM_TXT_003125	
IDS_PROPITEM_TXT_003126	培林靴
IDS_PROPITEM_TXT_003127	
IDS_PROPITEM_TXT_003128	比葛靴
IDS_PROPITEM_TXT_003129	
IDS_PROPITEM_TXT_003130	史托斯靴
IDS_PROPITEM_TXT_003131	
IDS_PROPITEM_TXT_003132	比斯特靴
IDS_PROPITEM_TXT_003133	
IDS_PROPITEM_TXT_003134	雷欧靴
IDS_PROPITEM_TXT_003135	
IDS_PROPITEM_TXT_003136	坤特靴
IDS_PROPITEM_TXT_003137	
IDS_PROPITEM_TXT_003138	夏怡靴
IDS_PROPITEM_TXT_003139	
IDS_PROPITEM_TXT_003140	胡德靴
IDS_PROPITEM_TXT_003141	
IDS_PROPITEM_TXT_003142	席琳靴
IDS_PROPITEM_TXT_003143	
IDS_PROPITEM_TXT_003144	凯枚靴
IDS_PROPITEM_TXT_003145	
IDS_PROPITEM_TXT_003146	艾迪雷靴
IDS_PROPITEM_TXT_003147	
IDS_PROPITEM_TXT_003148	鲁可斯靴
IDS_PROPITEM_TXT_003149	
IDS_PROPITEM_TXT_003150	金鎗靴
IDS_PROPITEM_TXT_003151	
IDS_PROPITEM_TXT_003152	神威靴
IDS_PROPITEM_TXT_003153	
IDS_PROPITEM_TXT_003154	鹰帕靴
IDS_PROPITEM_TXT_003155	
IDS_PROPITEM_TXT_003156	雷般特靴
IDS_PROPITEM_TXT_003157	
IDS_PROPITEM_TXT_003158	德洛靴
IDS_PROPITEM_TXT_003159	
IDS_PROPITEM_TXT_003160	克黎卡靴
IDS_PROPITEM_TXT_003161	
IDS_PROPITEM_TXT_003162	黑影靴
IDS_PROPITEM_TXT_003163	
IDS_PROPITEM_TXT_003164	幻闇靴
IDS_PROPITEM_TXT_003165	
IDS_PROPITEM_TXT_003166	塞普琳靴
IDS_PROPITEM_TXT_003167	
IDS_PROPITEM_TXT_003168	尼霈达靴
IDS_PROPITEM_TXT_003169	
IDS_PROPITEM_TXT_003170	赤血靴
IDS_PROPITEM_TXT_003171	
IDS_PROPITEM_TXT_003172	色拉曼达靴
IDS_PROPITEM_TXT_003173	
IDS_PROPITEM_TXT_003174	利可靴
IDS_PROPITEM_TXT_003175	
IDS_PROPITEM_TXT_003176	胡艾顿靴
IDS_PROPITEM_TXT_003177	
IDS_PROPITEM_TXT_003178	昂克比靴
IDS_PROPITEM_TXT_003179	
IDS_PROPITEM_TXT_003180	拉凡靴
IDS_PROPITEM_TXT_003181	
IDS_PROPITEM_TXT_003182	蔚蓝靴
IDS_PROPITEM_TXT_003183	
IDS_PROPITEM_TXT_003184	斯威普特靴
IDS_PROPITEM_TXT_003185	
IDS_PROPITEM_TXT_003186	玻琳靴
IDS_PROPITEM_TXT_003187	
IDS_PROPITEM_TXT_003188	希丝靴
IDS_PROPITEM_TXT_003189	
IDS_PROPITEM_TXT_003190	修娜靴
IDS_PROPITEM_TXT_003191	
IDS_PROPITEM_TXT_003192	葛蕾丝靴
IDS_PROPITEM_TXT_003193	
IDS_PROPITEM_TXT_003194	金贝尔靴
IDS_PROPITEM_TXT_003195	
IDS_PROPITEM_TXT_003196	高杰斯靴
IDS_PROPITEM_TXT_003197	
IDS_PROPITEM_TXT_003198	海拉靴
IDS_PROPITEM_TXT_003199	
IDS_PROPITEM_TXT_003200	黛伊兹靴
IDS_PROPITEM_TXT_003201	
IDS_PROPITEM_TXT_003202	马莎靴
IDS_PROPITEM_TXT_003203	
IDS_PROPITEM_TXT_003204	普拉托靴
IDS_PROPITEM_TXT_003205	
IDS_PROPITEM_TXT_003206	妮萝丝靴
IDS_PROPITEM_TXT_003207	
IDS_PROPITEM_TXT_003208	雪玛靴
IDS_PROPITEM_TXT_003209	
IDS_PROPITEM_TXT_003210	闪银靴
IDS_PROPITEM_TXT_003211	
IDS_PROPITEM_TXT_003212	克绯丝靴
IDS_PROPITEM_TXT_003213	
IDS_PROPITEM_TXT_003214	伊格芬靴
IDS_PROPITEM_TXT_003215	
IDS_PROPITEM_TXT_003216	露菲恩靴
IDS_PROPITEM_TXT_003217	
IDS_PROPITEM_TXT_003218	金玖靴
IDS_PROPITEM_TXT_003219	
IDS_PROPITEM_TXT_003220	神恩靴
IDS_PROPITEM_TXT_003221	
IDS_PROPITEM_TXT_003222	艾佩洛那靴
IDS_PROPITEM_TXT_003223	
IDS_PROPITEM_TXT_003224	雷蒂欧斯靴
IDS_PROPITEM_TXT_003225	
IDS_PROPITEM_TXT_003226	多鲁珍靴
IDS_PROPITEM_TXT_003227	
IDS_PROPITEM_TXT_003228	葛雷尼斯靴
IDS_PROPITEM_TXT_003229	
IDS_PROPITEM_TXT_003230	比乐可靴
IDS_PROPITEM_TXT_003231	
IDS_PROPITEM_TXT_003232	暗黑靴
IDS_PROPITEM_TXT_003233	
IDS_PROPITEM_TXT_003234	赛雅靴
IDS_PROPITEM_TXT_003235	
IDS_PROPITEM_TXT_003236	妮露菲靴
IDS_PROPITEM_TXT_003237	
IDS_PROPITEM_TXT_003238	虹光靴
IDS_PROPITEM_TXT_003239	
IDS_PROPITEM_TXT_003240	莎莉夕靴
IDS_PROPITEM_TXT_003241	
IDS_PROPITEM_TXT_003242	利奴欧特靴
IDS_PROPITEM_TXT_003243	
IDS_PROPITEM_TXT_003244	侯罗丝靴
IDS_PROPITEM_TXT_003245	
IDS_PROPITEM_TXT_003246	昂卡纳斯靴
IDS_PROPITEM_TXT_003247	
IDS_PROPITEM_TXT_003248	拉巴克温靴
IDS_PROPITEM_TXT_003249	
IDS_PROPITEM_TXT_003250	隡凯靴
IDS_PROPITEM_TXT_003251	
IDS_PROPITEM_TXT_003252	史诺靴
IDS_PROPITEM_TXT_003253	
IDS_PROPITEM_TXT_003254	霸蓝靴
IDS_PROPITEM_TXT_003255	
IDS_PROPITEM_TXT_003256	巴伦靴
IDS_PROPITEM_TXT_003257	
IDS_PROPITEM_TXT_003258	西亚靴
IDS_PROPITEM_TXT_003259	
IDS_PROPITEM_TXT_003260	比龙德靴
IDS_PROPITEM_TXT_003261	
IDS_PROPITEM_TXT_003262	纳特罗靴
IDS_PROPITEM_TXT_003263	
IDS_PROPITEM_TXT_003264	佩达丁靴
IDS_PROPITEM_TXT_003265	
IDS_PROPITEM_TXT_003266	银血靴
IDS_PROPITEM_TXT_003267	
IDS_PROPITEM_TXT_003268	雷柏靴
IDS_PROPITEM_TXT_003269	
IDS_PROPITEM_TXT_003270	玛斯契靴
IDS_PROPITEM_TXT_003271	
IDS_PROPITEM_TXT_003272	特破伦靴
IDS_PROPITEM_TXT_003273	
IDS_PROPITEM_TXT_003274	托勒那靴
IDS_PROPITEM_TXT_003275	
IDS_PROPITEM_TXT_003276	席分靴
IDS_PROPITEM_TXT_003277	
IDS_PROPITEM_TXT_003278	帕安靴
IDS_PROPITEM_TXT_003279	
IDS_PROPITEM_TXT_003280	贺南靴
IDS_PROPITEM_TXT_003281	
IDS_PROPITEM_TXT_003282	罗迪靴
IDS_PROPITEM_TXT_003283	
IDS_PROPITEM_TXT_003284	罗卡特靴
IDS_PROPITEM_TXT_003285	
IDS_PROPITEM_TXT_003286	亚路连靴
IDS_PROPITEM_TXT_003287	
IDS_PROPITEM_TXT_003288	斯帕肯靴
IDS_PROPITEM_TXT_003289	
IDS_PROPITEM_TXT_003290	戴安靴子
IDS_PROPITEM_TXT_003291	
IDS_PROPITEM_TXT_003292	戴卡斯伦靴子
IDS_PROPITEM_TXT_003293	
IDS_PROPITEM_TXT_003294	克赖纹靴子
IDS_PROPITEM_TXT_003295	
IDS_PROPITEM_TXT_003296	縖伦靴子
IDS_PROPITEM_TXT_003297	
IDS_PROPITEM_TXT_003298	波林靴
IDS_PROPITEM_TXT_003299	
IDS_PROPITEM_TXT_003300	葛兰特丝靴
IDS_PROPITEM_TXT_003301	
IDS_PROPITEM_TXT_003302	佩卡靴
IDS_PROPITEM_TXT_003303	
IDS_PROPITEM_TXT_003304	葛乐危靴
IDS_PROPITEM_TXT_003305	
IDS_PROPITEM_TXT_003306	巴比纽靴
IDS_PROPITEM_TXT_003307	
IDS_PROPITEM_TXT_003308	罗欣靴
IDS_PROPITEM_TXT_003309	
IDS_PROPITEM_TXT_003310	莫论堤靴子
IDS_PROPITEM_TXT_003311	
IDS_PROPITEM_TXT_003312	靡希霖靴子
IDS_PROPITEM_TXT_003313	
IDS_PROPITEM_TXT_003314	菲黎钉靴子
IDS_PROPITEM_TXT_003315	
IDS_PROPITEM_TXT_003316	佛络多靴子
IDS_PROPITEM_TXT_003317	
IDS_PROPITEM_TXT_003318	丝琪安靴
IDS_PROPITEM_TXT_003319	
IDS_PROPITEM_TXT_003320	西安顿靴
IDS_PROPITEM_TXT_003321	
IDS_PROPITEM_TXT_003322	波内欧提靴
IDS_PROPITEM_TXT_003323	
IDS_PROPITEM_TXT_003324	芭迪勒靴
IDS_PROPITEM_TXT_003325	
IDS_PROPITEM_TXT_003326	欣波娜靴
IDS_PROPITEM_TXT_003327	
IDS_PROPITEM_TXT_003328	皮亚蒂靴
IDS_PROPITEM_TXT_003329	
IDS_PROPITEM_TXT_003330	娜乐迪安靴
IDS_PROPITEM_TXT_003331	
IDS_PROPITEM_TXT_003332	佩勒芭靴
IDS_PROPITEM_TXT_003333	
IDS_PROPITEM_TXT_003334	音迪斯靴
IDS_PROPITEM_TXT_003335	
IDS_PROPITEM_TXT_003336	雷安塔靴
IDS_PROPITEM_TXT_003337	
IDS_PROPITEM_TXT_003338	摩鲁安靴
IDS_PROPITEM_TXT_003339	
IDS_PROPITEM_TXT_003340	特希爱妲靴
IDS_PROPITEM_TXT_003341	
IDS_PROPITEM_TXT_003342	达萱靴
IDS_PROPITEM_TXT_003343	
IDS_PROPITEM_TXT_003344	西鲁西亚靴
IDS_PROPITEM_TXT_003345	
IDS_PROPITEM_TXT_003346	芭莉安靴
IDS_PROPITEM_TXT_003347	
IDS_PROPITEM_TXT_003348	海蒂斯靴
IDS_PROPITEM_TXT_003349	
IDS_PROPITEM_TXT_003350	罗尼斯靴
IDS_PROPITEM_TXT_003351	
IDS_PROPITEM_TXT_003352	路肯提亚靴
IDS_PROPITEM_TXT_003353	
IDS_PROPITEM_TXT_003354	阿路斯靴
IDS_PROPITEM_TXT_003355	
IDS_PROPITEM_TXT_003356	斯帕美靴
IDS_PROPITEM_TXT_003357	
IDS_PROPITEM_TXT_003358	吉黎昂靴子
IDS_PROPITEM_TXT_003359	
IDS_PROPITEM_TXT_003360	镁黎殷靴子
IDS_PROPITEM_TXT_003361	
IDS_PROPITEM_TXT_003362	壳睐纹靴子
IDS_PROPITEM_TXT_003363	
IDS_PROPITEM_TXT_003364	埤优霖靴子
IDS_PROPITEM_TXT_003365	
IDS_PROPITEM_TXT_003366	波丽内尔靴
IDS_PROPITEM_TXT_003367	
IDS_PROPITEM_TXT_003368	葛兰堤欧靴
IDS_PROPITEM_TXT_003369	
IDS_PROPITEM_TXT_003370	佩琪尼靴
IDS_PROPITEM_TXT_003371	
IDS_PROPITEM_TXT_003372	葛斯蓝靴
IDS_PROPITEM_TXT_003373	
IDS_PROPITEM_TXT_003374	巴尼堤靴
IDS_PROPITEM_TXT_003375	
IDS_PROPITEM_TXT_003376	罗雪丝靴
IDS_PROPITEM_TXT_003377	
IDS_PROPITEM_TXT_003378	锣希钉靴子
IDS_PROPITEM_TXT_003379	
IDS_PROPITEM_TXT_003380	镭纳靴子
IDS_PROPITEM_TXT_003381	
IDS_PROPITEM_TXT_003382	菽黎汀靴子
IDS_PROPITEM_TXT_003383	
IDS_PROPITEM_TXT_003384	縖斯靴子
IDS_PROPITEM_TXT_003385	
IDS_PROPITEM_TXT_003386	丘特靴
IDS_PROPITEM_TXT_003387	
IDS_PROPITEM_TXT_003388	柏里斯靴
IDS_PROPITEM_TXT_003389	
IDS_PROPITEM_TXT_003390	帝斯靴
IDS_PROPITEM_TXT_003391	
IDS_PROPITEM_TXT_003392	戈尔靴
IDS_PROPITEM_TXT_003393	
IDS_PROPITEM_TXT_003394	拿克靴
IDS_PROPITEM_TXT_003395	
IDS_PROPITEM_TXT_003396	斯托姆靴
IDS_PROPITEM_TXT_003397	
IDS_PROPITEM_TXT_003398	潘敦靴
IDS_PROPITEM_TXT_003399	
IDS_PROPITEM_TXT_003400	克劳德靴
IDS_PROPITEM_TXT_003401	
IDS_PROPITEM_TXT_003402	黑卡地靴
IDS_PROPITEM_TXT_003403	
IDS_PROPITEM_TXT_003404	思敦靴
IDS_PROPITEM_TXT_003405	
IDS_PROPITEM_TXT_003406	炫古靴
IDS_PROPITEM_TXT_003407	
IDS_PROPITEM_TXT_003408	贝武克靴
IDS_PROPITEM_TXT_003409	
IDS_PROPITEM_TXT_003410	布拉奇靴
IDS_PROPITEM_TXT_003411	
IDS_PROPITEM_TXT_003412	笛安靴
IDS_PROPITEM_TXT_003413	
IDS_PROPITEM_TXT_003414	杜克靴
IDS_PROPITEM_TXT_003415	
IDS_PROPITEM_TXT_003416	玫提克靴
IDS_PROPITEM_TXT_003417	
IDS_PROPITEM_TXT_003418	迷雾靴
IDS_PROPITEM_TXT_003419	
IDS_PROPITEM_TXT_003420	哈维靴
IDS_PROPITEM_TXT_003421	
IDS_PROPITEM_TXT_003422	夏尼尔靴
IDS_PROPITEM_TXT_003423	
IDS_PROPITEM_TXT_003424	法雷尔靴
IDS_PROPITEM_TXT_003425	
IDS_PROPITEM_TXT_003426	贝特洛靴
IDS_PROPITEM_TXT_003427	
IDS_PROPITEM_TXT_003428	隆帝安靴
IDS_PROPITEM_TXT_003429	
IDS_PROPITEM_TXT_003430	克洛玛靴
IDS_PROPITEM_TXT_003431	
IDS_PROPITEM_TXT_003432	巴怒比靴
IDS_PROPITEM_TXT_003433	
IDS_PROPITEM_TXT_003434	艾辛格靴
IDS_PROPITEM_TXT_003435	
IDS_PROPITEM_TXT_003436	欧瑞恩靴
IDS_PROPITEM_TXT_003437	
IDS_PROPITEM_TXT_003438	斐玛克靴
IDS_PROPITEM_TXT_003439	
IDS_PROPITEM_TXT_003440	法斯伯靴
IDS_PROPITEM_TXT_003441	
IDS_PROPITEM_TXT_003442	贝克尼靴
IDS_PROPITEM_TXT_003443	
IDS_PROPITEM_TXT_003444	古波靴
IDS_PROPITEM_TXT_003445	
IDS_PROPITEM_TXT_003446	纳帕克靴
IDS_PROPITEM_TXT_003447	
IDS_PROPITEM_TXT_003448	斯奴易靴
IDS_PROPITEM_TXT_003449	
IDS_PROPITEM_TXT_003450	克诺靴
IDS_PROPITEM_TXT_003451	
IDS_PROPITEM_TXT_003452	哈纳威靴
IDS_PROPITEM_TXT_003453	
IDS_PROPITEM_TXT_003454	海伊莲靴
IDS_PROPITEM_TXT_003455	
IDS_PROPITEM_TXT_003456	克罗拉靴
IDS_PROPITEM_TXT_003457	
IDS_PROPITEM_TXT_003458	蕾丝靴
IDS_PROPITEM_TXT_003459	
IDS_PROPITEM_TXT_003460	艾丽斯靴
IDS_PROPITEM_TXT_003461	
IDS_PROPITEM_TXT_003462	露娜靴
IDS_PROPITEM_TXT_003463	
IDS_PROPITEM_TXT_003464	艾丝特靴
IDS_PROPITEM_TXT_003465	
IDS_PROPITEM_TXT_003466	妃莲靴
IDS_PROPITEM_TXT_003467	
IDS_PROPITEM_TXT_003468	莉丽靴
IDS_PROPITEM_TXT_003469	
IDS_PROPITEM_TXT_003470	敏特靴
IDS_PROPITEM_TXT_003471	
IDS_PROPITEM_TXT_003472	艾汀妮靴
IDS_PROPITEM_TXT_003473	
IDS_PROPITEM_TXT_003474	希温靴
IDS_PROPITEM_TXT_003475	
IDS_PROPITEM_TXT_003476	希凯靴
IDS_PROPITEM_TXT_003477	
IDS_PROPITEM_TXT_003478	金娜靴
IDS_PROPITEM_TXT_003479	
IDS_PROPITEM_TXT_003480	缤纷靴
IDS_PROPITEM_TXT_003481	
IDS_PROPITEM_TXT_003482	杜波音靴
IDS_PROPITEM_TXT_003483	
IDS_PROPITEM_TXT_003484	麦卡莲靴
IDS_PROPITEM_TXT_003485	
IDS_PROPITEM_TXT_003486	玫伦靴
IDS_PROPITEM_TXT_003487	
IDS_PROPITEM_TXT_003488	海妮靴
IDS_PROPITEM_TXT_003489	
IDS_PROPITEM_TXT_003490	湘音靴
IDS_PROPITEM_TXT_003491	
IDS_PROPITEM_TXT_003492	菲丝妮靴
IDS_PROPITEM_TXT_003493	
IDS_PROPITEM_TXT_003494	贝蒂斯靴
IDS_PROPITEM_TXT_003495	
IDS_PROPITEM_TXT_003496	罗翰迪普靴
IDS_PROPITEM_TXT_003497	
IDS_PROPITEM_TXT_003498	克雷蒂斯靴
IDS_PROPITEM_TXT_003499	
IDS_PROPITEM_TXT_003500	培诺拉靴
IDS_PROPITEM_TXT_003501	
IDS_PROPITEM_TXT_003502	艾利诺靴
IDS_PROPITEM_TXT_003503	
IDS_PROPITEM_TXT_003504	梧坤靴
IDS_PROPITEM_TXT_003505	
IDS_PROPITEM_TXT_003506	疏玛靴
IDS_PROPITEM_TXT_003507	
IDS_PROPITEM_TXT_003508	巴塞靴
IDS_PROPITEM_TXT_003509	
IDS_PROPITEM_TXT_003510	珐兰靴
IDS_PROPITEM_TXT_003511	
IDS_PROPITEM_TXT_003512	桍墨靴
IDS_PROPITEM_TXT_003513	
IDS_PROPITEM_TXT_003514	内克欧普靴
IDS_PROPITEM_TXT_003515	
IDS_PROPITEM_TXT_003516	斯雷哈斯靴
IDS_PROPITEM_TXT_003517	
IDS_PROPITEM_TXT_003518	卡比昂靴
IDS_PROPITEM_TXT_003519	
IDS_PROPITEM_TXT_003520	哈尼斯波靴
IDS_PROPITEM_TXT_003521	
IDS_PROPITEM_TXT_003522	艾司隆靴
IDS_PROPITEM_TXT_003523	
IDS_PROPITEM_TXT_003524	达斯靴
IDS_PROPITEM_TXT_003525	
IDS_PROPITEM_TXT_003526	罗德尼靴
IDS_PROPITEM_TXT_003527	
IDS_PROPITEM_TXT_003528	夏普靴
IDS_PROPITEM_TXT_003529	
IDS_PROPITEM_TXT_003530	吉姆靴
IDS_PROPITEM_TXT_003531	
IDS_PROPITEM_TXT_003532	尼尔靴
IDS_PROPITEM_TXT_003533	
IDS_PROPITEM_TXT_003534	德拉姆靴
IDS_PROPITEM_TXT_003535	
IDS_PROPITEM_TXT_003536	迪奇靴
IDS_PROPITEM_TXT_003537	
IDS_PROPITEM_TXT_003538	亚特米斯靴
IDS_PROPITEM_TXT_003539	
IDS_PROPITEM_TXT_003540	布鲁斯靴
IDS_PROPITEM_TXT_003541	
IDS_PROPITEM_TXT_003542	佩奥靴
IDS_PROPITEM_TXT_003543	
IDS_PROPITEM_TXT_003544	哈凯靴
IDS_PROPITEM_TXT_003545	
IDS_PROPITEM_TXT_003546	艾斯达靴
IDS_PROPITEM_TXT_003547	
IDS_PROPITEM_TXT_003548	麦里德靴
IDS_PROPITEM_TXT_003549	
IDS_PROPITEM_TXT_003550	鲁斐靴
IDS_PROPITEM_TXT_003551	
IDS_PROPITEM_TXT_003552	雷戴可靴
IDS_PROPITEM_TXT_003553	
IDS_PROPITEM_TXT_003554	希可尔靴
IDS_PROPITEM_TXT_003555	
IDS_PROPITEM_TXT_003556	金恩靴
IDS_PROPITEM_TXT_003557	
IDS_PROPITEM_TXT_003558	赛克斯靴
IDS_PROPITEM_TXT_003559	
IDS_PROPITEM_TXT_003560	苍天靴
IDS_PROPITEM_TXT_003561	
IDS_PROPITEM_TXT_003562	克普隆靴
IDS_PROPITEM_TXT_003563	
IDS_PROPITEM_TXT_003564	卡赫林靴
IDS_PROPITEM_TXT_003565	
IDS_PROPITEM_TXT_003566	达芬卡其靴
IDS_PROPITEM_TXT_003567	
IDS_PROPITEM_TXT_003568	幻立昂靴
IDS_PROPITEM_TXT_003569	
IDS_PROPITEM_TXT_003570	里佛靴
IDS_PROPITEM_TXT_003571	
IDS_PROPITEM_TXT_003572	幽恩靴
IDS_PROPITEM_TXT_003573	
IDS_PROPITEM_TXT_003574	艾琳特靴
IDS_PROPITEM_TXT_003575	
IDS_PROPITEM_TXT_003576	休里布靴
IDS_PROPITEM_TXT_003577	
IDS_PROPITEM_TXT_003578	安格克靴
IDS_PROPITEM_TXT_003579	
IDS_PROPITEM_TXT_003580	瑞恩靴
IDS_PROPITEM_TXT_003581	
IDS_PROPITEM_TXT_003582	瑟奴诺靴
IDS_PROPITEM_TXT_003583	
IDS_PROPITEM_TXT_003584	修赛因靴
IDS_PROPITEM_TXT_003585	
IDS_PROPITEM_TXT_003586	安杰鲁靴
IDS_PROPITEM_TXT_003587	
IDS_PROPITEM_TXT_003588	青蓝靴
IDS_PROPITEM_TXT_003589	
IDS_PROPITEM_TXT_003590	西西亚靴
IDS_PROPITEM_TXT_003591	
